,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,198,dummy stance,en.noclean.c4-train.00633-of-07168.63656,0,1,25.49650001525879,0.052526366,0.9474737,http://theperfectbiotics.com/does-drinking-vinegar-help-lose-belly-fat.php
1,198,dummy stance,en.noclean.c4-train.04948-of-07168.93124,0,1,25.297700881958008,0.008446617,0.99155337,http://allods-zone.ru/1220-does-drinking-vinegar-reduce-belly-fat.php
2,198,dummy stance,en.noclean.c4-train.03669-of-07168.28132,0,1,25.232999801635746,0.030073322,0.9699267,https://www.europebreakingnews.net/tag/how-drinking-water-helps-you-lose-weight/
3,198,dummy stance,en.noclean.c4-train.00449-of-07168.86547,0,1,25.18000030517578,0.025119962,0.97488004,https://www.europebreakingnews.net/tag/how-drinking-water-helps-lose-weight/
4,198,dummy stance,en.noclean.c4-train.06539-of-07168.55682,0,1,25.17020034790039,0.33105585,0.6689442,http://tipicyw.pw/Apple-Cider-Benefits-And-Uses-You-Won39t-Possibly-Believe-Food.html
5,198,dummy stance,en.noclean.c4-train.05908-of-07168.58233,0,1,25.151500701904297,0.30150026,0.69849974,http://vdolg4000rub.ml/675/does-drinking-vinegar-help-you-lose-weight-259.php
6,198,dummy stance,en.noclean.c4-train.04610-of-07168.101272,0,1,25.055099487304688,0.018913629,0.9810863,https://ultimatestoragesystems.com/how-does-apple-cider-vinegar-help-you-lose-weight/
7,198,dummy stance,en.noclean.c4-train.02288-of-07168.77493,0,0,25.04800033569336,0.7966132,0.20338677,http://allods-zone.ru/2784-does-vinegar-help-in-weight-loss.php
8,198,dummy stance,en.noclean.c4-train.00192-of-07168.35721,0,1,25.02470016479492,0.020938754,0.9790613,http://www.101waystolife.com/tag/apple-cider-vinegar-detox-drink/
9,198,dummy stance,en.noclean.c4-train.02425-of-07168.121997,0,1,25.02469825744629,0.03173736,0.9682626,http://www.101waystolife.com/tag/how-much-apple-cider-vinegar-should-i-drink/
10,198,dummy stance,en.noclean.c4-train.00093-of-07168.123859,0,1,25.003700256347656,0.018722003,0.981278,http://www.101waystolife.com/tag/weight-loss-apple-cider-vinegar-honey-water/
