,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,184,dummy stance,en.noclean.c4-train.00113-of-07168.17783,0,1,19.803600311279297,0.13233727,0.86766267,http://www.irishfilmnyc.com/2017/02/health-benefits-of-salt-lamps.html
1,184,dummy stance,en.noclean.c4-train.05364-of-07168.71638,0,1,19.797399520874023,0.09983409,0.90016586,https://www.reference.com/web?q=the+truth+about+himalayan+salt+lamps&qo=contentPageRelatedSearch&o=600605&l=dir
2,184,dummy stance,en.noclean.c4-train.06779-of-07168.71040,0,1,19.736299514770508,0.041814495,0.95818543,https://negativeionizers.net/himalayan-salt-lamp-benefits-do-salt-lamps-really-work/
3,184,dummy stance,en.noclean.c4-train.04681-of-07168.19377,0,0,19.72920036315918,0.99385357,0.006146464,https://healthybutsmart.com/himalayan-pink-sea-salt/
4,184,dummy stance,en.noclean.c4-train.06583-of-07168.24821,0,1,19.71139907836914,0.048354827,0.9516452,https://oliviafayedesign.com/30-salt-crystal-lamp-benefits/
5,184,dummy stance,en.noclean.c4-train.02544-of-07168.53460,0,1,19.69260025024414,0.10552988,0.8944701,http://wampom.com/how-many-salt-lamps-do-i-need/
6,184,dummy stance,en.noclean.c4-train.02087-of-07168.109099,0,1,19.680200576782227,0.02102223,0.9789778,https://lifemanagement4you.com/pink-himalayan-salt-lamp-benefits
7,184,dummy stance,en.noclean.c4-train.03148-of-07168.327,0,1,19.6781005859375,0.23554358,0.7644564,http://wampom.com/himalayan-salt-lamps-do-not-work/
8,184,dummy stance,en.noclean.c4-train.02021-of-07168.56760,0,1,19.673999786376957,0.08202419,0.9179758,https://liminality360.com/how-does-a-himalayan-salt-lamp-work/how-does-a-himalayan-salt-lamp-work-new-9-reasons-to-have-a-himalayan-salt-lamp-carson-tahoe-health-inspiration
9,184,dummy stance,en.noclean.c4-train.04411-of-07168.99772,0,1,19.658599853515625,0.060285535,0.93971443,https://liminality360.com/what-do-salt-lamps-do/what-do-salt-lamps-do-mesmerizing-9-reasons-to-have-a-himalayan-salt-lamp-in-every-room-in-your-home-design-inspiration
10,184,dummy stance,en.noclean.c4-train.06460-of-07168.139654,0,1,19.649599075317383,0.025147885,0.9748521,https://jadatherapy.com/7-health-benefits-of-a-himalayan-salt-lamp
11,184,dummy stance,en.noclean.c4-train.04702-of-07168.128964,0,1,19.649200439453125,0.039179828,0.9608202,https://www.himalayansaltlampsreviews.com/
12,184,dummy stance,en.noclean.c4-train.05352-of-07168.62331,0,1,19.62739944458008,0.042676587,0.95732343,http://wampom.com/do-himalayan-salt-lamps-really-emit-negative-ions/
