,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,166,dummy stance,en.noclean.c4-train.07038-of-07168.127591,0,0,19.808300018310547,0.9541818,0.045818176,https://www.anythinglefthanded.co.uk/stuttering-and-changed-lefthanders.html
1,166,dummy stance,en.noclean.c4-train.02720-of-07168.6727,0,1,19.567100524902344,0.41261163,0.5873884,https://gogetessays.com/essays/research/being-left-handed-and-right-handed
2,166,dummy stance,en.noclean.c4-train.01293-of-07168.126492,0,0,19.35740089416504,0.84665483,0.15334514,http://www.freeread.com/the-principle-of-goodwill/
3,166,dummy stance,en.noclean.c4-train.05165-of-07168.63823,0,0,19.14419937133789,0.91695994,0.08304011,https://ipfs.io/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/Bias_against_left-handed_people.html
4,166,dummy stance,en.noclean.c4-train.06565-of-07168.123515,0,0,19.06739997863769,0.73921543,0.2607846,https://www.encyclopedia.com/medicine/anatomy-and-physiology/anatomy-and-physiology/handedness
5,166,dummy stance,en.noclean.c4-train.01909-of-07168.48101,0,0,19.00359916687012,0.8165256,0.18347439,http://www.freeread.com/2018/08/
6,166,dummy stance,en.noclean.c4-train.01461-of-07168.85692,0,1,18.637800216674805,0.40755478,0.5924452,https://www.naijanewstoday.com/experts-cautions-against-force-switching-sinistral-children/
7,166,dummy stance,en.noclean.c4-train.04775-of-07168.75304,0,0,18.541900634765625,0.98216933,0.0178307,http://kevinturnquist.org/left_handedness_and_disease.php
8,166,dummy stance,en.noclean.c4-train.00248-of-07168.80039,0,0,18.467300415039062,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=6315&amp
9,166,dummy stance,en.noclean.c4-train.00546-of-07168.120852,0,0,18.46729850769043,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=6054&amp
10,166,dummy stance,en.noclean.c4-train.00956-of-07168.73385,0,0,18.46729850769043,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8955&amp
11,166,dummy stance,en.noclean.c4-train.01372-of-07168.42289,0,0,18.4672966003418,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=6058&amp
12,166,dummy stance,en.noclean.c4-train.01405-of-07168.129021,0,0,18.4672966003418,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8953&amp
13,166,dummy stance,en.noclean.c4-train.01617-of-07168.149,0,0,18.467294692993164,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8854&amp
14,166,dummy stance,en.noclean.c4-train.01653-of-07168.98401,0,0,18.467294692993164,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8950&amp
15,166,dummy stance,en.noclean.c4-train.02242-of-07168.71432,0,0,18.46729278564453,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8958&amp
16,166,dummy stance,en.noclean.c4-train.02350-of-07168.72980,0,0,18.46729278564453,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=6036&amp
17,166,dummy stance,en.noclean.c4-train.02899-of-07168.76395,0,0,18.4672908782959,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8949&amp
18,166,dummy stance,en.noclean.c4-train.03176-of-07168.32267,0,0,18.4672908782959,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?f=5&t=2900&p=8949
19,166,dummy stance,en.noclean.c4-train.03562-of-07168.37071,0,0,18.467288970947266,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8957&amp
20,166,dummy stance,en.noclean.c4-train.03698-of-07168.125447,0,0,18.467288970947266,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8872&amp
21,166,dummy stance,en.noclean.c4-train.03832-of-07168.107214,0,0,18.467287063598636,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?f=5&t=2900&p=8951
22,166,dummy stance,en.noclean.c4-train.03939-of-07168.66712,0,0,18.467287063598636,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?f=5&t=2900&p=8956
23,166,dummy stance,en.noclean.c4-train.04106-of-07168.40346,0,0,18.46728515625,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?t=2900&amp
24,166,dummy stance,en.noclean.c4-train.04159-of-07168.69588,0,0,18.46728515625,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?f=5&t=2900&p=8958
25,166,dummy stance,en.noclean.c4-train.04539-of-07168.64640,0,0,18.467283248901367,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8951&amp
26,166,dummy stance,en.noclean.c4-train.04956-of-07168.110717,0,0,18.467283248901367,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=6057&amp
27,166,dummy stance,en.noclean.c4-train.05543-of-07168.57104,0,0,18.46728134155273,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8858&amp
28,166,dummy stance,en.noclean.c4-train.05692-of-07168.50645,0,0,18.46728134155273,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8856&amp
29,166,dummy stance,en.noclean.c4-train.05756-of-07168.102387,0,0,18.4672794342041,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8871&amp
30,166,dummy stance,en.noclean.c4-train.05856-of-07168.94721,0,0,18.46727752685547,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=6056&amp
31,166,dummy stance,en.noclean.c4-train.05906-of-07168.111880,0,0,18.46727752685547,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8952&amp
32,166,dummy stance,en.noclean.c4-train.05908-of-07168.2403,0,0,18.46727561950684,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8954&amp
33,166,dummy stance,en.noclean.c4-train.06425-of-07168.90138,0,0,18.46727561950684,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8875&amp
34,166,dummy stance,en.noclean.c4-train.06460-of-07168.127320,0,0,18.467273712158203,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8874&amp
35,166,dummy stance,en.noclean.c4-train.06471-of-07168.86735,0,0,18.467273712158203,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8855&amp
36,166,dummy stance,en.noclean.c4-train.06482-of-07168.131775,0,0,18.46727180480957,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8857&amp
37,166,dummy stance,en.noclean.c4-train.06555-of-07168.103214,0,0,18.46727180480957,0.784266,0.21573403,http://fingerfans.dreamhosters.com/viewtopic.php?p=8956&amp
38,166,dummy stance,en.noclean.c4-train.03090-of-07168.108676,0,0,18.443700790405277,0.9715712,0.028428815,https://americanspeechwriter.com/the-drum-major-instinct-martin-luther-king-jr/
39,166,dummy stance,en.noclean.c4-train.00326-of-07168.88386,0,0,18.416900634765625,0.9069,0.09310008,http://www.gutenberg.us/articles/eng/Bias_against_left-handed_people
40,166,dummy stance,en.noclean.c4-train.00816-of-07168.113163,0,0,18.377199172973636,0.58902395,0.41097602,https://www.medicaldaily.com/international-left-handers-day-what-are-benefits-being-left-handed-251089
41,166,dummy stance,en.noclean.c4-train.01677-of-07168.67142,0,0,18.26460075378418,0.76588863,0.23411143,http://yuvakrishna.in/occupational-therapy-in-chennai.php
42,166,dummy stance,en.noclean.c4-train.05144-of-07168.115459,0,0,18.22909927368164,0.62250966,0.37749037,https://gifted-adults.com/twice-exceptionality-add-dyslexia/
43,166,dummy stance,en.noclean.c4-train.06565-of-07168.63000,0,0,18.229097366333008,0.62250966,0.37749037,https://lynne-azpeitia-hke7.squarespace.com/twice-exceptionality-add-dyslexia
44,166,dummy stance,en.noclean.c4-train.02350-of-07168.78081,0,0,18.217500686645508,0.9695798,0.03042011,https://empoweringall.wordpress.com/category/learning-disability/
45,166,dummy stance,en.noclean.c4-train.04267-of-07168.115672,0,0,18.211000442504883,0.6997582,0.30024183,https://actionforstammeringchildren.org/about-stammering/faqs/
46,166,dummy stance,en.noclean.c4-train.06211-of-07168.79673,0,0,18.17340087890625,0.9624293,0.037570737,https://community.integrallife.com/t/the-baby-and-the-bathwater-saving-liberalism/4362
47,166,dummy stance,en.noclean.c4-train.04464-of-07168.25479,0,0,18.159099578857425,0.75805455,0.24194545,https://www.bestmytest.com/ielts/ielts-academic-reading/6
48,166,dummy stance,en.noclean.c4-train.03211-of-07168.130249,0,0,18.15749931335449,0.9638107,0.036189377,http://clublefty.blogspot.com/2007/10/
49,166,dummy stance,en.noclean.c4-train.00124-of-07168.28709,0,0,18.149200439453125,0.9098503,0.090149626,http://quesasstili.tk/coursework/define-presenting
50,166,dummy stance,en.noclean.c4-train.04450-of-07168.52335,0,0,18.148700714111328,0.95274985,0.047250096,https://ecoteerresponsibletravel.com/community/source56/object8/
51,166,dummy stance,en.noclean.c4-train.02639-of-07168.82346,0,0,18.136699676513672,0.6389073,0.36109266,http://www.stammeringcurecentre.com/index.php/information/
52,166,dummy stance,en.noclean.c4-train.04245-of-07168.15108,0,0,18.13669776916504,0.6389073,0.36109266,http://www.stammeringcurecentre.com/information
53,166,dummy stance,en.noclean.c4-train.05513-of-07168.31856,0,0,18.10890007019043,0.9642436,0.03575643,https://en.wikisource.org/wiki/Popular_Science_Monthly/Volume_44/March_1894/The_Origin_of_Right-Handedness
54,166,dummy stance,en.noclean.c4-train.04732-of-07168.40039,0,0,18.072099685668945,0.9005501,0.09944993,http://sandiego.networkofcare.org/aging/assistive/list.aspx?cid=917
55,166,dummy stance,en.noclean.c4-train.05527-of-07168.111150,0,0,18.07159996032715,0.97668743,0.023312544,http://forkheads.net/viewtopic.php?f=2&t=18443&start=243054
56,166,dummy stance,en.noclean.c4-train.05944-of-07168.40764,0,0,18.05109977722168,0.7066358,0.29336426,http://placer.networkofcare.org/veterans/assistive/list.aspx?cid=917
57,166,dummy stance,en.noclean.c4-train.07005-of-07168.58296,0,0,18.032699584960938,0.7534568,0.24654323,https://science.howstuffworks.com/life/inside-the-mind/human-brain/10-things-lefties-do-better.htm/printable
58,166,dummy stance,en.noclean.c4-train.03937-of-07168.100780,0,0,18.02109909057617,0.8694241,0.1305759,https://www.therebel.media/kevin_johnson_failure_of_leadership_makes_us_deathly_afraid_of_crossing_hate_speech_line
59,166,dummy stance,en.noclean.c4-train.02410-of-07168.35117,0,0,17.996299743652344,0.97817945,0.021820504,http://rabble.ca/babble/rabble-reactions/blogpost-infested-rightwingers-violating-rabble-policy-hi-mods?page=7
60,166,dummy stance,en.noclean.c4-train.02710-of-07168.76365,0,0,17.97369956970215,0.6714527,0.32854733,https://www.123helpme.com/children-experience-during-the-left-brain-after-traumatic-events-occur-preview.asp?id=677155
61,166,dummy stance,en.noclean.c4-train.04418-of-07168.36015,0,0,17.95639991760254,0.66274947,0.33725053,http://pictagrafia.com/jlemmkp/how-to-strengthen-the-left-side-of-your-brain.php
62,166,dummy stance,en.noclean.c4-train.03126-of-07168.117480,0,0,17.93120002746582,0.9829038,0.017096251,https://www.democrat.ie/hardwired/category/all
63,166,dummy stance,en.noclean.c4-train.06515-of-07168.37152,0,0,17.931198120117188,0.9829038,0.017096251,https://www.democrat.ie/hardwired
64,166,dummy stance,en.noclean.c4-train.02774-of-07168.18873,0,0,17.93109893798828,0.86735773,0.13264227,http://alapaev.ru/sitemap_0.html
65,166,dummy stance,en.noclean.c4-train.00645-of-07168.88158,0,0,17.915700912475586,0.9498629,0.05013712,https://conflictresearchgroupintl.com/police-use-of-force-on-peaceful-protestors-marc-macyoung/
66,166,dummy stance,en.noclean.c4-train.05457-of-07168.55112,0,0,17.909900665283203,0.87331754,0.12668248,https://wn.rsarchive.org/Lectures/Dates/19230416p01.html
67,166,dummy stance,en.noclean.c4-train.05337-of-07168.56145,0,0,17.90959930419922,0.79455435,0.20544562,http://www.masteringstuttering.com/understanding-the-speech-block/
