,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,154,dummy stance,en.noclean.c4-train.01053-of-07168.148165,0,0,12.13860034942627,0.9981838,0.0018162134,https://www.cram.com/essay/Causes-And-Effects-Of-Cancer-Cells/P3WQC6F2B5YQ
1,154,dummy stance,en.noclean.c4-train.00743-of-07168.85825,0,0,12.126099586486816,0.992851,0.0071489667,https://scienceblogs.com/insolence/2010/05/19/oh-no-my-cell-phones-going-to-kill-me-th
2,154,dummy stance,en.noclean.c4-train.00433-of-07168.120637,0,0,12.113200187683104,0.8862348,0.11376517,https://www.healthtap.com/user_questions/1137295-could-a-cell-phone-give-you-brain-cancer
3,154,dummy stance,en.noclean.c4-train.03647-of-07168.90413,0,0,12.09939956665039,0.99520564,0.004794405,http://www.alternative-health-group.org/cell-phones.php
4,154,dummy stance,en.noclean.c4-train.07042-of-07168.94725,0,0,12.07349967956543,0.5493252,0.4506748,https://www.altmetric.com/details/8296833/news/page:4
5,154,dummy stance,en.noclean.c4-train.02837-of-07168.129185,0,0,12.040399551391602,0.9024208,0.09757919,https://www.doctorshealthpress.com/cancer-articles/do-cell-phones-really-cause-cancer/
6,154,dummy stance,en.noclean.c4-train.06156-of-07168.115070,0,1,12.031299591064451,0.45948985,0.5405101,https://www.cancer.org/cancer/cancer-causes/radiation-exposure/cellular-phones.html?sitearea=PED
7,154,dummy stance,en.noclean.c4-train.06362-of-07168.117884,0,1,12.03030014038086,0.1809202,0.81907976,https://www.altmetric.com/details/8296833/news/page:5
8,154,dummy stance,en.noclean.c4-train.06603-of-07168.32395,0,1,12.012900352478027,0.074404605,0.9255954,https://www.askdrray.com/cell-phones-can-cause-cancer-after-all/
9,154,dummy stance,en.noclean.c4-train.00244-of-07168.27163,0,1,11.997900009155272,0.45044953,0.5495504,http://www.emfnews.org/articles/tag/cell-phones-cause-brain-cancer/
10,154,dummy stance,en.noclean.c4-train.05663-of-07168.17936,0,1,11.987099647521973,0.4014335,0.59856653,http://www.emfnews.org/articles/2012/06/
11,154,dummy stance,en.noclean.c4-train.01582-of-07168.34125,0,0,11.979900360107422,0.8627338,0.13726622,https://www.cancerwisdom.net/do-cell-phones-cause-cancer/
12,154,dummy stance,en.noclean.c4-train.05979-of-07168.131091,0,1,11.96310043334961,0.41906846,0.58093154,https://www.justlivewell.com/are-cell-phones-causing-cancer/
13,154,dummy stance,en.noclean.c4-train.00530-of-07168.69156,0,1,11.954700469970703,0.41483495,0.5851651,https://www.phantomvibrationsyndrome.com/cell-phones-cause-cancer/
14,154,dummy stance,en.noclean.c4-train.03351-of-07168.144603,0,1,11.95359992980957,0.35899276,0.64100724,http://www.emfnews.org/articles/category/uncategorized/page/3/
15,154,dummy stance,en.noclean.c4-train.01950-of-07168.99484,0,1,11.949299812316896,0.48165885,0.5183412,https://ehtrust.org/resources-to-share/fact-sheets/
16,154,dummy stance,en.noclean.c4-train.00757-of-07168.53980,0,1,11.94789981842041,0.25220972,0.7477903,http://www.emfnews.org/articles/tag/company-lines/
17,154,dummy stance,en.noclean.c4-train.05580-of-07168.3053,0,1,11.943400382995604,0.45044953,0.5495504,http://www.emfnews.org/articles/tag/cell-phone-leads-tumors/
18,154,dummy stance,en.noclean.c4-train.04721-of-07168.76987,0,1,11.942700386047363,0.45044953,0.5495504,http://www.emfnews.org/articles/tag/mobile-phone-against-viruses/
19,154,dummy stance,en.noclean.c4-train.05175-of-07168.42100,0,1,11.942699432373049,0.45044953,0.5495504,http://www.emfnews.org/articles/tag/mobile-phone-radiation-protection/
20,154,dummy stance,en.noclean.c4-train.06493-of-07168.122926,0,1,11.94269847869873,0.45044953,0.5495504,http://www.emfnews.org/articles/tag/phone-radiation-protection/
