,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,174,dummy stance,en.noclean.c4-train.01546-of-07168.97844,0,1,15.533100128173828,0.14613962,0.8538604,http://jenniferdanos.com/yukon/how-to-get-a-uti-male.php
1,174,dummy stance,en.noclean.c4-train.00673-of-07168.81220,0,0,15.451700210571287,0.68720454,0.31279546,http://bestyeastinfectiontips.net/2013/02/
2,174,dummy stance,en.noclean.c4-train.04585-of-07168.4067,0,0,15.42930030822754,0.5118997,0.48810026,http://symptomsof.net/uti/
3,174,dummy stance,en.noclean.c4-train.01482-of-07168.95263,0,1,15.419599533081056,0.2979575,0.70204246,https://www.everydayhealth.com/urinary-tract-infections/can-men-get-urinary-tract-infections.aspx
4,174,dummy stance,en.noclean.c4-train.06369-of-07168.104318,0,0,15.359299659729004,0.8600972,0.13990285,https://ruppurology.com/health-library/healthwise/?DOCHWID=hw57226&SECHWID=hw57228
5,174,dummy stance,en.noclean.c4-train.02931-of-07168.54506,0,0,15.358599662780762,0.80437744,0.1956225,https://healthwise.roswellpark.org/?nav=cats&cat_id=cat1037&view_disp=Urinary%20System&hwid=hw57226
6,174,dummy stance,en.noclean.c4-train.03222-of-07168.94315,0,0,15.357600212097168,0.8494079,0.15059215,https://www.concordhospital.org/wellness-resources/health-library/healthwise-document-viewer/?id=hw57226
7,174,dummy stance,en.noclean.c4-train.01676-of-07168.111878,0,0,15.356900215148926,0.8600972,0.13990285,https://www.sttammanyurology.com/conditions/health-library/?DOCHWID=hw57226
8,174,dummy stance,en.noclean.c4-train.03047-of-07168.40482,0,0,15.356200218200684,0.8506555,0.14934449,https://highdesertroboticsurgery.com/health-library/healthwise/?DOCHWID=hw57226
9,174,dummy stance,en.noclean.c4-train.00029-of-07168.121291,0,0,15.347000122070312,0.86448723,0.1355128,http://library.nvwhs.com/PatientPortal/MyPractice.aspx?UAID=%7BA3CE0A50-7530-4B46-A437-3B2873D96EEF%7D&ID=HW5hw57226
10,174,dummy stance,en.noclean.c4-train.00008-of-07168.129963,0,1,15.340200424194336,0.19566086,0.8043391,https://www.everydayhealth.com/uti/guide/
11,174,dummy stance,en.noclean.c4-train.00294-of-07168.70131,0,0,15.320799827575684,0.8680167,0.13198332,https://staging.northshore.org/pelvic-health/conditions/urinary-tract-infection-uti/
12,174,dummy stance,en.noclean.c4-train.01219-of-07168.74124,0,1,15.319199562072754,0.06899944,0.93100053,http://www.answers.com/search?q=utis
13,174,dummy stance,en.noclean.c4-train.00832-of-07168.127144,0,0,15.316499710083008,0.88585824,0.11414178,https://www.adventisthealthcare.com/health/library/topic/?id=hw57130
